,fandom_id,character_1,character_2,conversation
0,17477249,Harry,Remus,"Harry: MOONY! *races undeterred down the sidewalk* MOONY!
Remus: *stands dumbstruck* *crouches down and throws his arms open* Harry!
Harry: Moony! Moony! It's Moony! *clings tightly around Remus' neck*
Remus: Harry. *croaks* Harry.
Harry: *leans back in Remus' arms* Moony.
Remus: *straightens up and begins walking*"
1,17477249,Remus,Petunia,"Remus: Mrs. Dursley please calm down, he says. I'm only a friend of Lily's.
Petunia: Your kind aren't welcome here. Give me Harry and leave here immediately before my husband returns home. He won't be as polite as I am.
Remus: If you don't mind, I think I'd like a look around where Harry is living now, he says calmly.
Petunia: Absolutely not!
Remus: Petunia, he begins as he takes a step closer to her. Lily was a great witch, I'm certain you knew that.
Petunia: *swallows before nodding once*
Remus: You're right. She was, he says.
Remus: Lily and I were neck and neck with each other for top marks at school. I suppose you could say we were at the top of, as you so eloquently put, our kind, so certainly you understand the magic I am capable of. The things I can do. Remus shoots her a smile that doesn't reach his eyes and pats Harry soothingly on the back before continuing.
Remus: If I were you, I would invite me in so I could see with my own two eyes what a fantastic life you are providing for my best friends' son in the wake of their untimely deaths.
Petunia: *fixes him a dirty look before begrudgingly unlocking the door* Hurry up then, she says. His door is the first on the right."
2,17477249,Remus,Petunia,"Remus: This one here? *asks*
Petunia: *nods*
Remus: Do you- lock -him in here? *asks*
Petunia: What else are we supposed to do? The idiot boy figured out how to get out of the crib months ago and crawled to our room wailing. How were we supposed to get any sleep? *says* How was our precious Dudley supposed to get any sleep!
Remus: You locked up Harry- *Petunia nods* In. A. Closet. *It's not a question* *Petunia nods a second time*
Remus: Goodbye then. I'd say it was nice meeting you, but then I'd be lying. *says*"
3,17477249,Remus Lupin,Harry Potter,"Remus: Heâ€™s barely 22 and nearly alone in the world, but Remus Lupin will be damned before he lets down Lily Potter again. *pulls the blanket up under Harryâ€™s chin and gives him a pat on the back.*
James: Moony will take good care of you, Harry, *smiles and waves at the two of them.*
Harry: *points to Remus and yells â€œMoony!â€�*
Dumbledore: *makes an unannounced visit to Remus and Harry's little cottage in Wales.*"
4,17477249,Remus Lupin,Dumbledore,"Remus Lupin: Mr. Lupin, I trust you are well.
Dumbledore: I, er, yes. Quite well. And you sir?
Remus Lupin: Right, okay, I'm just gonna...
Dumbledore: Oh please, continue. We can talk once breakfast is served. I trust you'll need your energy for this conversation.
Remus Lupin: Can I get you anything, professor?
Dumbledore: Just tea for me, thank you.
Remus Lupin: Well Remus I suppose I ought to cut right to the chase as they say.
Dumbledore: I'm here to ask you about Sirius Black."
5,17477249,Remus,Sirius Black,"Remus: I'm here to ask you about Sirius Black.
Dumbledore: I'm sorry, what?
Remus: Pardon me, my boy, pardon me. It was not my intention to give you a fright.
Dumbledore: Pardon me Mr. Lupin, but I must ask, have you acquired a baby?
Remus: Yes, I suppose you could say that sir.
Remus: I'm coming.
Harry: Moony!
Remus: I'm here, it's okay.
Harry: Moony.
Remus: Well Harry, I don't think..."
6,17477249,Remus,Harry,"Remus: Well Harry, I don't think we'll be able to keep this a secret for much longer. Let's go meet the headmaster.
Dumbledore: I suppose I cannot say I'm surprised.
Remus: Oh?
Dumbledore: And I'm afraid I now owe Minerva a great deal of money. Never place a bet with her, Mr. Lupin, you will not win.
Remus: I'll be sure to keep that in mind.
Dumbledore: Speaking of Minerva, she was actually the one who recommended I come here today.
Remus: *nods*"
7,17477249,Remus,Dumbledore,"Remus: Yes, he betrayed us all.
Dumbledore: Well then, I do suppose that answers my question, doesn't it? Thank you Mr. Lupin. Shall we move onto the other matter at hand then?
Remus: *nods weakly*
Dumbledore: If Harry is staying with you for the foreseeable future, I suppose you'll be needing some help with things here and there.
Harry: *looks up*
Remus: *looks up in shock*
Dumbledore: You are more than welcome to return to Hogwarts for the moons. I'm sure Minerva or Poppy will be more than happy to watch Harry for an evening or two while you are afflicted. And perhaps I can get you in touch with a few other wizarding families with boys his age. I prefer that we keep this little situation under-wraps for as long as possible but there are a couple of families from the Order whom I think we can trust. That is, of course, if you believe it to be a good idea.
Remus: You mean I can keep him?
Dumbledore: *gives him an amused look*
Remus: *shakes his head*
Dumbledore: Yes, I thought so. And as it happens, I have a feeling Petunia Dursley won't take the boy back even if we were to get on our hands and knees and beg.
Remus: *laughs internally*
Dumbledore: Well then, Mr. Lupin, I suppose I only have one more question. Do you believe yourself capable of raising Harry Potter?
Remus: Yes, I do.
Dumbledore: Very well then. I expect you'll be needing some funds if you are to be raising a child. I will have some of Harry's inheritance sent over once a month to help with the basics.
Remus: *opens his mouth to object*
Dumbledore: I was here when you opened your cupboards, Remus. And if they're any indication to how well you are faring financially, then you are going to need a bit of help now and then.
Remus: *nods*
Harry: Moony? *points finger*"
8,17477249,Remus,Dumbledore,"Remus: And if they're any indication to how well you are faring financially, then you are going to need a bit of help now and then.
Dumbledore: My apologies Harry, This is Professor Dumbledore. I promise you've met him though I'm sure you don't remember.
Harry: Moony?
Remus: He's come by for tea and to ask after you.
Dumbledore: You seem to know what you're doing.
Harry: Moony!
Dumbledore: What's that now, Harry?
Harry: Moony!
Remus: Please pardon the language Professor, but I believe he's just told you to 'piss off'."
9,17477249,Remus,Lily,"Remus: Lily! *yells*
Lily: *nearly clips the rat's tail with the heel of her shoe*
Remus: *shuts his eyes in an attempt to wake up*
Remus: *watches Padfoot mercilessly mangle Wormtail*
Remus: *looks to James and Lily with desperation*
James: *calls for Padfoot*
Remus: *watches James and Lily pet Padfoot's belly*
Lily: *shoots Remus a pointed look*
Remus: *tries to wake up*
Remus: *searches for his wand*
Remus: Expecto Patronum.
Remus: Find Albus Dumbledore and tell him Sirius Black would never betray his family.
Remus: *watches the wolf bound from the room*
Remus: *sits in an uncomfortable overstuffed chair*
Remus: *concentrates on imagining Sirius, James, and Peter*
Remus: *waits for Dumbledore to elaborate*"
